The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
Proximal-distal absorptive gradients in the in vivo intestine of normal and infected (Hymenolepis diminuta: Cestoda) rats.,Hymenolepiasis,Centromere Protein A
"The biological effects of tryptophol (indole-3-ethanol): hemolytic, biochemical and behavior modifying activity.",Body Temperature,Dihydrostreptomycin Sulfate
Determination of tinidazole in tablets by dc polarography.,Hydrogen-Ion Concentration,Linaceae
Regulation of Chorismate mutase-prephenate dehydratase and prephenate dehydrogenase from alcaligenes eutrophus.,Feedback,"Coated Materials, Biocompatible"
A patient with multiple endocrine adenomas.,Multiple Endocrine Neoplasia,"Ectodermal Dysplasia 1, Anhidrotic"
Heme-linked proton dissociation of carbon monoxide complexes of myoglobin and peroxidase.,Horseradish Peroxidase,Vascular Surgical Procedures
Sodium dichloracetate: its application to the therapeutics of experimental hyperiactatemia (author's transl).,Blood,"Indians, North American"
Proton NMR study of the thermodynamics and kinetics of the acid in equilibrium base transitions in reconstituted metmyoglobins.,Hydrogen-Ion Concentration,Heuristics
A Cappelle-Desprez gliadin of high mobility.,Amino Acids,Bifidobacterium longum
Morphological characteristics of acute respiratory tract diseases of mixed etiology in children.,Lung,Chlorpheniramine
5-Methoxy-NN-dimethyltryptamine: differential modulation of the rewarding and aversive components of lateral hypothalamic self-stimulation.,Escape Reaction,Nose Diseases
"Effects of catecholamines injected into the septal area of the rat brain on natriuresis, kaliuresis and diuresis.",Adrenergic alpha-Antagonists,"Receptors, Granulocyte-Macrophage Colony-Stimulating Factor"
Electrophoretic investigation of blood and parotoid venom proteins in Bufo americanus americanus and Bufo woodhousei fowleri.,"Electrophoresis, Polyacrylamide Gel",Etazolate
Kinetic studies on cytochrome c oxidase by combined epr and reflectance spectroscopy after rapid freezing.,Cyanides,Rhodnius
Nuclear ribonucleases and post-transcriptional changes of RNA. Specificity and other properties of rat liver nuclear endonuclease.,Hydrogen-Ion Concentration,Cordotomy
Formation of gamma-hydroxybutyrate in brain.,Brain,Inosine
"The effect of enflurane, isoflurane, fluroxene, methoxyflurane and diethyl ether anesthesia on ouabain tolerance in the dog.",Drug Tolerance,Maus Elberfeld virus
Morphological features of red blood cells in subjects with sickle cell trait: changes during exercise.,Physical Exertion,X-ray Repair Cross Complementing Protein 1
"alpha-Aminomethylglutarate, a beta-amino analog of glutamate that interacts with glutamine synthetase and the enzymes that catalyze glutathione synthesis.",Glutamate-Ammonia Ligase,Gene Components
Functional state of the pancreas and small intestine in the late periods after gastrectomy for cancer.,Follow-Up Studies,Epigenomics
Spin labels as probes for tetraphenylboron ion interaction with liposomes.,Boron Compounds,Thiram
Properties of toad skin Na-K-ATPase with special reference to effect of temperature.,Adenosine Triphosphate,Mucin 5AC
Experiments on the role of virus infections in the pathogenesis of bronchial asthma. The role of innate or acquired insufficiency or ergotropic adaptation in the mechanism of genesis of bronchial asthma.,Adenoviridae,Trial of Labor
Study of pyridine nucleotides in ocular tissues. III. Concentration of NAD and NADH in the retina of various animals.,Oxidation-Reduction,Ticlopidine
Interactions between macromolecular adjuvants and drugs. 8. Trends in the association between polyvinyl alcohol and phenothiazine derivatives.,Drug Interactions,Streptococcus equi
Sympathetic responsiveness and antihypertensive effect of beta-receptor blockade in essential hypertension: the effect of atenolol (author's transl).,Hypertension,Hexosediphosphates
Formation and purification of the oxidoreductase inhibitor from NAD (AUTHOR'S TRANSL).,Hydrogen-Ion Concentration,Litsea
Conformation of hyaluronate in neutral and alkaline solutions.,Kinetics,Propionates
Butadiene diepoxide activation of guanylate cyclase.,Carcinogens,Strigiformes
Monoamine concentrations in eight areas of the brains of mature and immature male rats and effects of injected hormones proceedings.,Rats,Flavoring Agents
"Non-pulmonary CO2 loss during diving in the turtle, Pseudemys scripta elegans.",Carbon Dioxide,Cyclin-Dependent Kinase Inhibitor p21
"Degradative behavior of a new bronchodilator, carbuterol, in aqueous solution.",Drug Stability,Synsepalum
Kidney function in persons with history of hemorrhagic fever with nephrotic syndrome.,Follow-Up Studies,Isothiocyanates
Multiple forms of human 4-hydroxyphenylpyruvate dioxygenase (II).,Electrophoresis,Suberites
Permanent sterilization through a posterior colpotomy.,Pregnancy,Timor-Leste
Chemical modification of two tryptophan residues abolishes the catalytic activity of aminoacylase.,Amino Acids,Nodal Protein
Octopamine and some related noncatecholic amines in invertebrate nervous systems.,Biogenic Amines,"Hyperglycinemia, Nonketotic"
The closed eye environement: pH.,Hydrogen-Ion Concentration,Lathyrus
Studies of the regulation of rabbit muscle phosphofructokinase by the adenine nucleotides.,Adenosine Diphosphate,Ornithodoros
Biochemical identification of the site of action of benzodiazepines in human brain by 3H-diazepam binding.,Anti-Anxiety Agents,"Coronavirus NL63, Human"
Aging and the risk of illness (author's transl).,"Conditioning, Psychological",Pregnancy
Variation in age at puberty in monkeys.,Pregnancy,NG-Nitroarginine Methyl Ester
Potassium ion-activated hydrolysis of p-nitrophenyl phosphate in pancreatic islet-cell membranes.,Cations,Erythropoietin
"Effects of restoring lethally irradiated mice with anti-Thy 1.2-treated bone marrow: graft-vs-host, host-vs-graft, and mitogen reactivity.",Graft vs Host Reaction,Speech Articulation Tests
Characterization of alpha- and beta-adrenergic receptors linked to human platelet adenylate cyclase.,Adrenergic beta-Agonists,"Dendritic Cell Sarcoma, Follicular"
Coupling of the biosynthesis of fatty acids and fatty alcohols.,Fatty Acid Synthases,Nogo Proteins
Joint Council for Danish Civil Servants and Functionaries Organizations anniversary congress: wage policies should be in force for all kinds of wages.,Income,Smoldering Multiple Myeloma
"Oxygen-independent inactivation of Haemophilus influenzae transforming DNA by monochromatic radiation: action spectrum, effect of histitine and repair.",Haemophilus influenzae,Periapical Periodontitis
A method for the isolation of Bacteroides melaninogenicus from the human mouth.,Bacteriological Techniques,Paenibacillus larvae
The polarographic determination of some thiazide diuretics in compound tablets.,Hydrogen-Ion Concentration,Fibrin Clot Lysis Time
Asphyxia in normoxemia.,Asphyxia Neonatorum,Neurotoxins
Combined acupuncture analgesia and controlled respiration. A new modified method of anesthesia in open heart surgery (author's transl).,Acupuncture Therapy,"Jaundice, Obstructive"
"Cathepsin D activity in bovine articular cartilage, synovial membrane and fluid: degradation of cartilage proteoglycans from same joint.",Cathepsins,"Hypoxia, Brain"
"Interrelations between blood pressure, blood volume, plasma renin and urinary catecholamines during beta-blockade in essential hypertension (author's transl).",Blood Volume,Medical Subject Headings
Rearing conditions which support or inhibit later sexual potential of laboratory-born rhesus monkeys: hypothesis and diagnostic behaviors.,"Behavior, Animal",Streptozocin
"Fortimicins A and B, new aminoglycoside antibiotics. II. Isolation, physico-chemical and chromatographic properties.",Anti-Bacterial Agents,Progeria
Cyanocyproheptadine: role of cholinolytic properties in modulating neuroleptic-induced elevation of striatal homovanillic acid (HVA).,Cyproheptadine,Arsenates
Biosynthesis of phosphatidic acid in rat brain via acyl dihydroxyacetone phosphate.,Acyl Coenzyme A,Blood Urea Nitrogen
Changes in the plasma anion gap during chronic metabolic acid-base disturbances.,Acidosis,Retinal Vein Occlusion
A protein fraction from peripheral nerve having neurotrophic effects on skeletal muscle cells in culture.,Adenylate Kinase,Integrin alpha Chains
Adenylylation/deadenylylation control of the glutamine synthetase of Rhodopseudomonas capsulata.,Adenine Nucleotides,Phototropism
The effect of feeding propionic acid on the health status of milk cows.,Food Preservatives,Ferrocyanides
Changes in the composition of milk and rumen contents in cows exposed to a high ambient temperature with controlled feeding.,Body Weight,Isoleucine-tRNA Ligase
Nucleophilic addition of bisulfite ion to prostaglandins E2 and A2: implication in aqueous stability.,Chemistry,Tumor Necrosis Factor Inhibitors
8alpha-hydroxyflavinmononucleotide and related compounds.,Flavin Mononucleotide,Public Expenditures
Assessment of the functional activity of human lymphocytes in malignant disease by the local graft-versus-host reaction in rats and the T rosette-forming cell test.,Graft vs Host Reaction,Qb-SNARE Proteins
The action of a toxin from the sea anemone Anemonia sulcata upon Mammalian heart muscles.,Cats,PPAR delta
Naphthylamidase isoenzymes in serum during treatment with oral contraceptives.,Isoenzymes,Giant Viruses
Spectrochemical and ligand-binding studies of an active mercurinitrophenol-labeled creatine kinase.,Chickens,Histocompatibility Antigens
On the structure of cellular and viral chromatin.,Chromatin,Thenoyltrifluoroacetone
Increased hemoglobin-oxygen affinity in patients with pancreatitis associated with type I and V hyperlipoproteinemia.,Cholesterol,Mifepristone
Free amino acid pools in muscle and hemolymph during the molt cycle of the land crab. Gecarcinus lateralis.,Hemolymph,Lenograstim
In vitro photodecomposition of uric acid in presence of riboflavin II.,"Chromatography, High Pressure Liquid",Nafoxidine
Biological ensiling of sugarcane tops. VIII. Influence of the degree of maceration and dry substance content.,Butyrates,"Statistics, Nonparametric"
"Mg dependence and other properties of fructose-1, 6-diphosphatase and glucose-6-phosphatase in various organs of cattle.",Enzyme Activation,Carbohydrates
Hawaii's prepaid healthcare plan.,Employment,Classical Swine Fever Virus
QSAR of agents involved in serotonin and LSD binding sites.,In Vitro Techniques,Biogenic Amines
Renal chromium accumulation and its relationship to chromium-induced nephrotoxicity.,Chromium Radioisotopes,Tribulus
Developmental patterns of intestinal transport mechanisms in the chick.,Chickens,Thiosulfates
The bioavailability in man of ICRF-159 a new oral antineoplastic agent.,Biological Availability,Karwinskia
The effect of hyoscine and atropine on the lower oesophageal sphincter.,Atropine,Aeropyrum
The opiate receptors and the discovery of opioid-like peptides.,Amino Acids,Retinal Degeneration
Two alpha-glucosidases in cultured amniotic fluid cells and their differentiation in the prenatal diagnosis of Pompe's disease.,Clinical Enzyme Tests,Methyl Chloride
Electrophysiological effects of opiates and endogenous peptides on central neurons.,Endorphins,Eye Neoplasms
Correlation of structural transitions in coliphage R17 with its loss of infectivity.,Hydrogen-Ion Concentration,Logical Observation Identifiers Names and Codes
Variations in ionized plasma calcium during the administration of a macromolecular expander solution.,Hydrogen-Ion Concentration,Phosmet
Phosphoribosylpyrophosphate degradation in human tissues.,Hydrolysis,Paratuberculosis
A comparative study of free isoniazid levels in the serum by microbiological estimation and a new chemical method (author's transl).,Methods,Rh Isoimmunization
"Compratative distortion in three-unit fixed prostheses joined by laser welding, conventioanl soldering, or casting in one piece.",Dental Abutments,Physostigmine
Intrahepatic cholestasis induced by drugs and chemicals.,1-Naphthylisothiocyanate,Axilla
"Secretin, cholecystokinin and newer gastrointestinal hormones (first of two parts).",Dogs,HLA-A11 Antigen
Gastric juice electrolytes in viral hepatitis.,Hepatitis A,Cerebral Decortication
Phospholipid composition of plasma membranes and kinetic properties of membrane-bound nucleotidase from marine bacteria.,Hydrogen-Ion Concentration,"Protein Tyrosine Phosphatase, Non-Receptor Type 6"
The pressor activity of burimamide: a relationship between chemical constitution and pressor activity of burimamide and related histamine H2-receptor antagonists.,Burimamide,"Hernia, Diaphragmatic"
Bone marrow transplantation in aplastic anaemia.,Bone Marrow Transplantation,Propofol
Production and some properties of neutralizing antigens of herpes simplex virus.,Simplexvirus,Computer User Training
A study on the behaviour of 7 serological parameters in many subjects affected by acute viral hepatitis (author's transl).,"Hepatitis, Viral, Human",Acceleration
Neuronal properties of hybrid neuroblastoma X sympathetic ganglion cells.,"Ganglia, Autonomic",Dansyl Compounds
The influence of food on nitrofurantoin bioavailability.,Capsules,Ants
